"18,5","13,6","25,1","0,0",0,"29,5","343,8",21095
"22,8","18,7","28,9","0,0",1,"30,6","520,5",29165
"21,2","19,9","23,6","10,1",0,"32,7","451,4",21863
"15,2","11,0","21,4","0,0",1,"32,8","230,1",27042
"18,2","16,3","20,9","0,0",0,"29,1","332,3",20652
"14,2","13,6","17,6","3,7",0,"31,4","203,0",16896
"22,7","19,2","28,5","26,7",0,"28,7","513,4",24337
"24,2","20,1","30,9","3,3",0,"30,9","586,9",30941
"16,8","12,9","21,9","0,0",1,"28,4","283,5",23228
"18,2","16,8","20,9","0,2",1,"32,4","332,3",24365
"16,9","10,8","23,9","0,0",0,"31,5","284,1",24366
"15,9","14,5","19,2","0,0",0,"30,7","252,0",17302
"19,1","16,0","24,5","0,0",0,"30,5","363,7",20370
"19,9","18,7","22,4","5,5",0,"32,6","395,0",19551
"17,1","15,7","19,4","0,0",1,"32,6","292,8",26157
"23,2","18,5","29,9","0,0",0,"30,3","538,5",22528
"22,5","17,9","29,2","0,0",0,"28,7","507,2",27429
"17,4","15,5","21,3","0,0",0,"30,4","304,3",18760
"23,5","21,1","28,0","1,2",1,"31,5","552,3",29203
"23,5","20,7","27,6","13,3",1,"30,1","553,2",31661
"16,6","14,0","20,1","2,4",0,"32,8","276,9",20670
"25,2","18,5","32,6","0,0",0,"32,8","634,3",25835
"19,9","14,9","25,5","0,0",0,"28,9","396,6",20900
"18,7","16,4","22,8","22,9",0,"30,6","350,4",19833
"22,3","19,3","27,4","83,6",0,"28,8","497,5",17051
"20,9","19,3","22,8","75,5",0,"32,7","438,2",19616
"19,8","16,9","27,0","0,0",0,"28,9","391,1",28167
"23,6","18,8","29,7","33,7",0,"31,1","557,8",22328
"25,7","19,4","32,0","0,0",0,"30,6","659,3",28978
"24,7","21,0","30,5","0,0",1,"28,9","609,9",30324
"19,6","17,5","21,9","1,0",0,"28,4","382,6",24811
"21,7","16,9","28,6","0,0",0,"29,6","471,6",28174
"17,9","14,3","24,2","0,0",0,"31,2","320,2",21858
"22,0","19,2","29,4","0,0",1,"32,7","485,3",33806
"19,5","16,8","22,8","18,8",0,"31,9","379,6",20978
"21,5","18,1","26,9","0,0",0,"28,9","462,3",23000
"20,9","16,4","26,0","0,0",0,"28,4","435,7",22609
"20,2","15,6","25,7","0,0",1,"30,9","408,3",29888
"20,6","17,5","24,9","18,0",0,"29,7","426,0",22365
